Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_1 Spectral Count	control_2 Spectral Count	control_3 Spectral Count	control_4 Spectral Count	control_5 Spectral Count	control_6 Spectral Count	control_1 Unique Spectral Count	control_2 Unique Spectral Count	control_3 Unique Spectral Count	control_4 Unique Spectral Count	control_5 Unique Spectral Count	control_6 Unique Spectral Count	control_1 Total Spectral Count	control_2 Total Spectral Count	control_3 Total Spectral Count	control_4 Total Spectral Count	control_5 Total Spectral Count	control_6 Total Spectral Count	control_1 Intensity	control_2 Intensity	control_3 Intensity	control_4 Intensity	control_5 Intensity	control_6 Intensity	control_1 MaxLFQ Intensity	control_2 MaxLFQ Intensity	control_3 MaxLFQ Intensity	control_4 MaxLFQ Intensity	control_5 MaxLFQ Intensity	control_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	HAX1	279	Homo sapiens	1:Experimental evidence at protein level	HCLS1-associated protein X-1	1.0	0.999	5	31	0	31	8	6	6	4	3	4	0	0	0	0	0	0	8	6	6	4	3	4	258188.84	257819.3	267631.53	348180.47	352244.4	338408.94	88525.53	87075.85	85590.67	97707.58	96369.2	96475.125	tr|A0A8V8TKG6|A0A8V8TKG6_HUMAN, tr|A0A8V8TLX9|A0A8V8TLX9_HUMAN
sp|O00170|AIP_HUMAN	O00170	AIP_HUMAN	AIP	330	Homo sapiens	1:Experimental evidence at protein level	AH receptor-interacting protein	1.0	0.999	14	107	0	107	17	19	15	23	17	16	0	0	0	0	0	0	17	19	15	23	17	16	1041922.94	1046872.56	1093875.2	1126699.4	1055732.4	1144521.5	223337.86	225469.3	233453.92	247226.36	245595.48	247297.81	tr|A0A804HKH9|A0A804HKH9_HUMAN
sp|O00178|GTPB1_HUMAN	O00178	GTPB1_HUMAN	GTPBP1	669	Homo sapiens	1:Experimental evidence at protein level	GTP-binding protein 1	1.0	0.999	8	44	26	44	10	7	6	6	8	7	7	4	3	3	4	5	10	7	6	6	8	7	337928.38	329747.28	330301.5	329328.5	321706.28	330268.16	65155.145	64844.36	64483.74	62872.645	62278.18	66751.09	
sp|O00186|STXB3_HUMAN	O00186	STXB3_HUMAN	STXBP3	592	Homo sapiens	1:Experimental evidence at protein level	Syntaxin-binding protein 3	1.0	0.999	17	90	90	90	19	14	17	13	13	14	19	14	17	13	13	14	19	14	17	13	13	14	659353.4	707330.8	646863.9	710604.8	605692.8	716653.2	84845.59	83026.2	89473.73	92336.586	90074.91	94864.0	
sp|O00193|SMAP_HUMAN	O00193	SMAP_HUMAN	SMAP	183	Homo sapiens	1:Experimental evidence at protein level	Small acidic protein	1.0	0.999	3	71	0	71	12	9	11	15	13	11	0	0	0	0	0	0	12	9	11	15	13	11	1050035.9	1019149.56	974895.7	1025450.75	1016141.2	973339.0	739292.06	732662.75	715357.3	763497.3	729304.9	730825.06	tr|E9PM92|E9PM92_HUMAN
sp|O00203|AP3B1_HUMAN	O00203	AP3B1_HUMAN	AP3B1	1094	Homo sapiens	1:Experimental evidence at protein level	AP-3 complex subunit beta-1	1.0	0.999	17	106	0	106	14	16	15	19	19	23	0	0	0	0	0	0	14	16	15	19	19	23	642851.25	648169.4	782202.75	808254.25	798495.25	840655.6	76863.36	79110.836	90136.734	89593.96	89979.305	90621.06	tr|A0A8Q3WKJ9|A0A8Q3WKJ9_HUMAN, tr|A0A8Q3WKK0|A0A8Q3WKK0_HUMAN
sp|O00217|NDUS8_HUMAN	O00217	NDUS8_HUMAN	NDUFS8	210	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	1.0	0.999	4	42	0	42	6	6	9	8	6	7	0	0	0	0	0	0	6	6	9	8	6	7	694650.06	702819.8	668231.6	624854.6	617213.1	612807.0	199794.8	209650.95	202499.47	193035.58	187786.94	180473.52	tr|E9PPW7|E9PPW7_HUMAN
sp|O00220|TR10A_HUMAN	O00220	TR10A_HUMAN	TNFRSF10A	468	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor receptor superfamily member 10A	0.9245	0.9984	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	10660.94	9064.656	0.0	0.0	0.0	11044.179	0.0	0.0	0.0	0.0	0.0	0.0	tr|F8U8C0|F8U8C0_HUMAN
sp|O00221|IKBE_HUMAN	O00221	IKBE_HUMAN	NFKBIE	500	Homo sapiens	1:Experimental evidence at protein level	NF-kappa-B inhibitor epsilon	1.0	0.999	3	9	0	9	3	3	2	0	1	0	0	0	0	0	0	0	3	3	2	0	1	0	27380.727	30819.996	26245.82	27382.348	25823.742	0.0	24689.39	29716.291	20528.51	0.0	20437.86	0.0	tr|Q7LC14|Q7LC14_HUMAN
sp|O00231|PSD11_HUMAN	O00231	PSD11_HUMAN	PSMD11	422	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 11	1.0	0.999	26	299	149	299	49	48	47	51	49	55	24	23	22	26	23	31	49	48	47	51	49	55	6337664.0	6312731.5	6040319.5	6253083.5	6028520.0	5871724.5	646311.25	655628.25	648386.94	663552.7	657061.06	648986.44	
sp|O00232|PSD12_HUMAN	O00232	PSD12_HUMAN	PSMD12	456	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 12	1.0	0.999	22	209	198	209	39	35	33	37	35	30	37	33	32	35	33	28	39	35	33	37	35	30	3134742.2	3152620.8	3255646.5	3222965.5	3238879.2	3166316.0	442811.88	442166.25	450850.9	457196.44	460962.9	459296.28	
sp|O00233|PSMD9_HUMAN	O00233	PSMD9_HUMAN	PSMD9	223	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 9	1.0	0.999	9	66	18	66	11	12	12	11	10	10	4	3	3	3	2	3	11	12	12	11	10	10	954915.56	1053264.9	944924.25	999982.9	1112666.1	1015571.56	266959.53	271122.22	263307.84	280385.6	276021.4	282903.72	
sp|O00244|ATOX1_HUMAN	O00244	ATOX1_HUMAN	ATOX1	68	Homo sapiens	1:Experimental evidence at protein level	Copper transport protein ATOX1	1.0	0.999	4	51	0	51	9	9	8	9	7	9	0	0	0	0	0	0	9	9	8	9	7	9	579385.5	612255.8	612348.8	647051.5	620660.3	595310.25	246807.38	272079.0	251796.28	254732.38	244965.1	240292.14	tr|E5RIM7|E5RIM7_HUMAN
sp|O00255|MEN1_HUMAN	O00255	MEN1_HUMAN	MEN1	615	Homo sapiens	1:Experimental evidence at protein level	Menin	1.0	0.999	3	20	0	20	3	3	2	6	2	4	0	0	0	0	0	0	3	3	2	6	2	4	120862.33	126448.34	119357.42	136450.48	130181.086	128112.94	45172.906	44829.504	42361.47	49183.98	47135.992	46563.453	tr|A0A5F9ZHS3|A0A5F9ZHS3_HUMAN, tr|A0A8C8KI72|A0A8C8KI72_HUMAN, tr|E7EN32|E7EN32_HUMAN
sp|O00257|CBX4_HUMAN	O00257	CBX4_HUMAN	CBX4	560	Homo sapiens	1:Experimental evidence at protein level	E3 SUMO-protein ligase CBX4	0.9513	0.999	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	3786.7122	0.0	0.0	0.0	0.0	0.0	0.0	tr|F8WCW6|F8WCW6_HUMAN
sp|O00264|PGRC1_HUMAN	O00264	PGRC1_HUMAN	PGRMC1	195	Homo sapiens	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 1	0.9514	0.999	1	4	4	4	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0.0	0.0	93315.86	82169.234	84705.25	69013.164	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00267|SPT5H_HUMAN	O00267	SPT5H_HUMAN	SUPT5H	1087	Homo sapiens	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0	0.999	35	272	249	272	44	55	43	39	47	44	37	49	41	37	45	40	44	55	43	39	47	44	3261210.5	3362645.8	3264153.2	3202516.5	3260833.2	3310766.5	256959.66	254220.02	250631.55	265346.1	260740.9	259859.67	
sp|O00268|TAF4_HUMAN	O00268	TAF4_HUMAN	TAF4	1085	Homo sapiens	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 4	1.0	0.999	6	14	7	14	4	3	1	1	3	2	1	1	1	1	2	1	4	3	1	1	3	2	192427.81	100981.22	60308.58	45835.125	140923.56	75419.07	51071.74	45783.27	40136.895	45989.836	46506.703	41832.23	
sp|O00273|DFFA_HUMAN	O00273	DFFA_HUMAN	DFFA	331	Homo sapiens	1:Experimental evidence at protein level	DNA fragmentation factor subunit alpha	1.0	0.999	11	88	57	88	16	15	13	13	18	13	11	11	9	7	11	8	16	15	13	13	18	13	1203420.5	843714.1	897908.4	1120478.2	904337.8	896302.75	315576.47	292325.22	294166.06	295563.38	301090.06	292618.28	
sp|O00287|RFXAP_HUMAN	O00287	RFXAP_HUMAN	RFXAP	272	Homo sapiens	1:Experimental evidence at protein level	Regulatory factor X-associated protein	1.0	0.999	2	20	20	20	3	4	2	3	3	5	3	4	2	3	3	5	3	4	2	3	3	5	24801.59	23235.59	23808.129	29353.027	23620.758	27185.777	13034.751	12211.476	12477.005	15295.963	12390.143	14285.735	
sp|O00291|HIP1_HUMAN	O00291	HIP1_HUMAN	HIP1	1037	Homo sapiens	1:Experimental evidence at protein level	Huntingtin-interacting protein 1	1.0	0.999	4	10	10	10	2	2	1	2	0	3	2	2	1	2	0	3	2	2	1	2	0	3	75783.055	82574.28	56199.44	74328.945	50668.07	128150.484	55739.902	62550.418	0.0	53837.14	0.0	43643.36	
sp|O00299|CLIC1_HUMAN	O00299	CLIC1_HUMAN	CLIC1	241	Homo sapiens	1:Experimental evidence at protein level	Chloride intracellular channel protein 1	1.0	0.999	14	527	527	527	89	85	85	88	87	93	89	85	85	88	87	93	89	85	85	88	87	93	3.2646368E7	3.2418948E7	3.2306444E7	3.2099296E7	3.1269548E7	3.0604788E7	5734078.0	5866528.0	5732939.5	5511916.5	5285212.5	4927429.5	
sp|O00303|EIF3F_HUMAN	O00303	EIF3F_HUMAN	EIF3F	357	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit F	1.0	0.999	15	185	8	185	26	35	27	34	33	30	0	0	3	2	1	2	26	35	27	34	33	30	3257208.5	3396063.0	3379558.5	3582992.0	3535471.0	3469814.2	641484.75	657704.7	658654.2	691575.06	684426.6	661984.1	
sp|O00308|WWP2_HUMAN	O00308	WWP2_HUMAN	WWP2	870	Homo sapiens	1:Experimental evidence at protein level	NEDD4-like E3 ubiquitin-protein ligase WWP2	1.0	0.999	2	4	4	4	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0	0	67375.15	19777.602	46329.2	58539.72	24854.764	35063.902	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00311|CDC7_HUMAN	O00311	CDC7_HUMAN	CDC7	574	Homo sapiens	1:Experimental evidence at protein level	Cell division cycle 7-related protein kinase	1.0	0.999	3	12	11	12	2	2	1	3	2	2	2	2	1	3	1	2	2	2	1	3	2	2	30490.793	37331.086	27913.61	60930.33	42017.07	65168.203	17799.28	21531.574	16203.809	23691.275	21581.105	25630.654	
sp|O00330|ODPX_HUMAN	O00330	ODPX_HUMAN	PDHX	501	Homo sapiens	1:Experimental evidence at protein level	Pyruvate dehydrogenase protein X component, mitochondrial	1.0	0.999	5	24	3	24	3	3	5	3	6	4	0	0	1	0	1	1	3	3	5	3	6	4	171471.58	183803.47	200855.95	192122.28	193936.36	187734.28	66563.96	63577.227	69762.52	76088.35	76382.0	74968.45	
sp|O00399|DCTN6_HUMAN	O00399	DCTN6_HUMAN	DCTN6	190	Homo sapiens	1:Experimental evidence at protein level	Dynactin subunit 6	1.0	0.999	5	27	10	27	5	5	4	4	5	4	1	2	1	2	3	1	5	5	4	4	5	4	207949.97	351020.6	317938.12	323901.5	333092.47	327469.06	152228.9	153934.67	141071.17	153714.75	150629.25	145629.4	
sp|O00401|WASL_HUMAN	O00401	WASL_HUMAN	WASL	505	Homo sapiens	1:Experimental evidence at protein level	Actin nucleation-promoting factor WASL	0.9288	0.9985	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00410|IPO5_HUMAN	O00410	IPO5_HUMAN	IPO5	1097	Homo sapiens	1:Experimental evidence at protein level	Importin-5	1.0	0.999	43	450	0	450	72	78	77	87	69	67	0	0	0	0	0	0	72	78	77	87	69	67	6693589.5	6361327.0	6412065.5	6941244.0	6659470.5	6529809.5	800780.75	803941.06	785248.7	783446.9	780896.5	765393.06	
sp|O00411|RPOM_HUMAN	O00411	RPOM_HUMAN	POLRMT	1230	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase, mitochondrial	1.0	0.999	7	18	14	18	3	5	1	4	3	2	2	5	1	3	1	2	3	5	1	4	3	2	154279.39	165396.36	143007.31	132260.17	124845.125	143946.19	31757.287	33827.086	33154.47	36474.58	36299.055	34829.34	
sp|O00418|EF2K_HUMAN	O00418	EF2K_HUMAN	EEF2K	725	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic elongation factor 2 kinase	1.0	0.999	11	52	19	52	12	11	10	6	7	6	3	5	5	1	2	3	12	11	10	6	7	6	544644.1	561200.6	443222.84	546085.0	520681.12	435241.03	111421.695	119905.26	116594.984	116478.695	113822.516	114865.38	
sp|O00422|SAP18_HUMAN	O00422	SAP18_HUMAN	SAP18	153	Homo sapiens	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP18	1.0	0.999	8	81	0	81	11	10	12	14	16	18	0	0	0	0	0	0	11	10	12	14	16	18	516126.12	455625.28	450759.06	495686.12	545177.6	537728.25	325559.56	316017.25	300248.9	277667.25	298483.62	308616.56	
sp|O00425|IF2B3_HUMAN	O00425	IF2B3_HUMAN	IGF2BP3	579	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3	1.0	0.999	20	216	132	222	36	31	33	42	37	37	23	19	17	26	23	24	37	32	33	44	38	38	3802587.8	3775996.0	4196600.0	3726388.2	4104273.8	3615313.2	1392885.9	1380575.5	1322866.4	1368437.8	1354385.4	1322479.9	
sp|O00429|DNM1L_HUMAN	O00429	DNM1L_HUMAN	DNM1L	736	Homo sapiens	1:Experimental evidence at protein level	Dynamin-1-like protein	1.0	0.999	32	262	0	262	47	43	42	46	44	40	0	0	0	0	0	0	47	43	42	46	44	40	1879260.2	1881485.5	1888425.4	1861812.4	1895529.6	1828815.5	202556.06	204007.23	198301.61	192342.66	195957.42	193015.36	
sp|O00442|RTCA_HUMAN	O00442	RTCA_HUMAN	RTCA	366	Homo sapiens	1:Experimental evidence at protein level	RNA 3'-terminal phosphate cyclase	1.0	0.999	12	90	74	90	18	17	12	15	13	15	15	15	10	11	10	13	18	17	12	15	13	15	738328.7	729693.44	706978.06	673994.75	668170.75	663769.0	119626.8	117949.22	113349.46	110924.266	112379.445	110410.766	
sp|O00443|P3C2A_HUMAN	O00443	P3C2A_HUMAN	PIK3C2A	1686	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	1.0	0.999	4	5	4	5	1	2	1	0	0	1	1	1	1	0	0	1	1	2	1	0	0	1	54613.367	54225.805	56552.32	30232.502	0.0	41616.65	21934.451	23391.86	25324.346	0.0	0.0	23531.035	
sp|O00458|IFRD1_HUMAN	O00458	IFRD1_HUMAN	IFRD1	451	Homo sapiens	1:Experimental evidence at protein level	Interferon-related developmental regulator 1	1.0	0.999	2	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0.0	9678.858	0.0	0.0	6683.506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A6Q8PHD2|A0A6Q8PHD2_HUMAN
sp|O00459|P85B_HUMAN	O00459	P85B_HUMAN	PIK3R2	728	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol 3-kinase regulatory subunit beta	1.0	0.999	5	13	2	13	3	3	1	2	2	2	1	1	0	0	0	0	3	3	1	2	2	2	88884.91	107322.625	96817.17	106397.375	111204.87	117627.484	43707.75	41424.156	42752.32	46006.336	42086.152	45141.773	
sp|O00461|GOLI4_HUMAN	O00461	GOLI4_HUMAN	GOLIM4	696	Homo sapiens	1:Experimental evidence at protein level	Golgi integral membrane protein 4	1.0	0.999	5	27	0	27	5	4	4	6	4	4	0	0	0	0	0	0	5	4	4	6	4	4	141876.36	150991.83	146969.83	163598.17	177505.12	172297.23	61934.973	54305.316	54139.9	60057.195	64886.684	63625.355	tr|F8W785|F8W785_HUMAN
sp|O00470|MEIS1_HUMAN	O00470	MEIS1_HUMAN	MEIS1	390	Homo sapiens	1:Experimental evidence at protein level	Homeobox protein Meis1	1.0	0.999	4	27	0	27	3	4	6	3	5	6	0	0	0	0	0	0	3	4	6	3	5	6	168766.4	149921.5	171991.94	111280.83	108542.49	200258.7	55657.574	51110.906	58531.66	55178.195	54459.63	56218.855	sp|O14770|MEIS2_HUMAN, tr|A0A8V8TPB7|A0A8V8TPB7_HUMAN, tr|A0A8V8TQU6|A0A8V8TQU6_HUMAN, tr|F5GYS8|F5GYS8_HUMAN, tr|H0YNY8|H0YNY8_HUMAN, tr|U3KPR8|U3KPR8_HUMAN, tr|U3KQI2|U3KQI2_HUMAN
sp|O00471|EXOC5_HUMAN	O00471	EXOC5_HUMAN	EXOC5	708	Homo sapiens	1:Experimental evidence at protein level	Exocyst complex component 5	1.0	0.999	7	17	0	17	2	3	2	5	4	1	0	0	0	0	0	0	2	3	2	5	4	1	159750.33	147729.97	162107.64	162042.58	123193.85	180048.47	46241.176	53016.164	54477.9	46777.426	50653.47	51355.816	
sp|O00483|NDUA4_HUMAN	O00483	NDUA4_HUMAN	NDUFA4	81	Homo sapiens	1:Experimental evidence at protein level	Cytochrome c oxidase subunit NDUFA4	1.0	0.999	4	31	31	31	6	7	3	5	5	5	6	7	3	5	5	5	6	7	3	5	5	5	725579.06	721308.25	714164.5	739460.1	751498.7	735473.1	343206.62	317077.44	348908.94	359981.56	376733.06	366806.4	
sp|O00487|PSDE_HUMAN	O00487	PSDE_HUMAN	PSMD14	310	Homo sapiens	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 14	1.0	0.999	12	147	109	147	26	23	29	21	28	20	16	17	21	16	22	17	26	23	29	21	28	20	1876406.9	1875861.6	1890968.4	1812129.2	1808722.8	1816576.9	703325.0	706898.2	704861.94	692640.56	698041.25	671523.56	
sp|O00488|ZN593_HUMAN	O00488	ZN593_HUMAN	ZNF593	134	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 593	1.0	0.999	3	12	3	12	3	3	3	0	3	0	0	1	0	0	2	0	3	3	3	0	3	0	188887.2	159037.45	215664.84	178863.31	165050.36	158252.97	100153.55	104250.445	116171.44	97337.24	89677.445	84413.414	
sp|O00505|IMA4_HUMAN	O00505	IMA4_HUMAN	KPNA3	521	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-4	1.0	0.999	15	58	46	93	12	9	8	11	11	7	9	8	7	9	9	4	17	15	14	18	17	12	606108.44	597166.8	545805.7	583845.8	570913.1	563833.0	125640.19	129714.37	116891.53	124387.25	126835.76	123298.9	
sp|O00506|STK25_HUMAN	O00506	STK25_HUMAN	STK25	426	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase 25	0.9997	0.9989	5	2	0	52	1	0	0	1	0	0	0	0	0	0	0	0	9	9	9	11	7	7	17437.6	15447.106	12897.484	15681.926	18404.436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|H7C279|H7C279_HUMAN
sp|O00507|USP9Y_HUMAN	O00507	USP9Y_HUMAN	USP9Y	2555	Homo sapiens	2:Experimental evidence at transcript level	Probable ubiquitin carboxyl-terminal hydrolase FAF-Y	0.9999	0.999	21	3	3	87	0	0	1	1	1	0	0	0	1	1	1	0	16	23	16	13	12	7	57099.73	0.0	56848.46	66168.61	68381.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00541|PESC_HUMAN	O00541	PESC_HUMAN	PES1	588	Homo sapiens	1:Experimental evidence at protein level	Pescadillo homolog	1.0	0.999	14	127	0	127	23	21	20	21	23	19	0	0	0	0	0	0	23	21	20	21	23	19	1182665.8	1186642.9	1187752.5	1205992.8	1263750.4	1172945.0	202091.53	191990.17	198687.89	199070.25	204371.33	190053.67	tr|B5MCF9|B5MCF9_HUMAN
sp|O00560|SDCB1_HUMAN	O00560	SDCB1_HUMAN	SDCBP	298	Homo sapiens	1:Experimental evidence at protein level	Syntenin-1	1.0	0.999	7	37	7	37	6	6	6	5	8	6	1	1	1	1	2	1	6	6	6	5	8	6	428633.1	429885.0	439080.03	429940.16	486172.5	462711.8	101544.6	108467.234	107624.15	106573.37	111856.51	113673.59	
sp|O00566|MPP10_HUMAN	O00566	MPP10_HUMAN	MPHOSPH10	681	Homo sapiens	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein MPP10	1.0	0.999	16	125	0	125	24	19	21	19	22	20	0	0	0	0	0	0	24	19	21	19	22	20	1351354.2	1332169.4	1273955.6	1201470.9	1156206.1	1169483.2	203226.72	211006.88	198526.44	193335.75	185973.44	185495.62	
sp|O00567|NOP56_HUMAN	O00567	NOP56_HUMAN	NOP56	594	Homo sapiens	1:Experimental evidence at protein level	Nucleolar protein 56	1.0	0.999	20	137	33	137	23	23	23	22	22	24	4	6	5	8	4	6	23	23	23	22	22	24	1181651.6	1334807.2	1257449.8	1130448.2	1190830.8	1411524.2	172315.5	174791.88	174356.58	177559.64	181114.08	182086.06	
sp|O00571|DDX3X_HUMAN	O00571	DDX3X_HUMAN	DDX3X	662	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX3X	1.0	0.999	32	461	0	461	77	75	75	81	78	75	0	0	0	0	0	0	77	75	75	81	78	75	1.0147874E7	1.0465232E7	1.0528541E7	1.0327909E7	1.031701E7	1.0242154E7	2300685.8	2316550.0	2295506.5	2293058.8	2235814.5	2236088.2	tr|A0A0D9SF53|A0A0D9SF53_HUMAN, tr|A0A0D9SFB3|A0A0D9SFB3_HUMAN, tr|A0A0D9SG12|A0A0D9SG12_HUMAN, tr|A0A2R8Y4A4|A0A2R8Y4A4_HUMAN, tr|A0A2R8YF78|A0A2R8YF78_HUMAN, tr|A0A2R8YFS5|A0A2R8YFS5_HUMAN
sp|O00584|RNT2_HUMAN	O00584	RNT2_HUMAN	RNASET2	256	Homo sapiens	1:Experimental evidence at protein level	Ribonuclease T2	1.0	0.999	9	74	0	74	11	14	12	12	13	12	0	0	0	0	0	0	11	14	12	12	13	12	850290.9	821825.3	693893.4	795949.44	782640.4	751765.0	172145.42	165667.52	162625.81	164837.3	163223.84	163828.88	tr|D6RHI9|D6RHI9_HUMAN
sp|O00625|PIR_HUMAN	O00625	PIR_HUMAN	PIR	290	Homo sapiens	1:Experimental evidence at protein level	Pirin	1.0	0.999	5	19	19	19	4	4	3	3	3	2	4	4	3	3	3	2	4	4	3	3	3	2	100553.01	155476.73	82188.71	147878.75	110295.08	92965.234	61557.582	62440.652	64022.668	64611.57	73620.8	71207.52	
sp|O00629|IMA3_HUMAN	O00629	IMA3_HUMAN	KPNA4	521	Homo sapiens	1:Experimental evidence at protein level	Importin subunit alpha-3	1.0	0.999	15	180	0	180	30	27	38	34	24	27	0	0	0	0	0	0	30	27	38	34	24	27	2014545.8	1976634.0	1884986.4	1908968.4	1893754.0	1810984.9	325450.94	340460.38	301147.94	294999.84	295299.34	285218.9	tr|A0A7I2YQ95|A0A7I2YQ95_HUMAN, tr|H7C4F6|H7C4F6_HUMAN
sp|O00716|E2F3_HUMAN	O00716	E2F3_HUMAN	E2F3	465	Homo sapiens	1:Experimental evidence at protein level	Transcription factor E2F3	0.914	0.9982	1	3	3	3	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	0	4241.7964	0.0	4821.1294	4758.5464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O00743|PPP6_HUMAN	O00743	PPP6_HUMAN	PPP6C	305	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 catalytic subunit	1.0	0.999	6	37	21	37	5	6	5	8	8	5	3	4	3	4	4	3	5	6	5	8	8	5	378211.75	388518.06	388942.6	387589.03	378905.6	371536.1	101393.805	99832.484	104280.375	101026.2	97169.24	97195.414	
sp|O00754|MA2B1_HUMAN	O00754	MA2B1_HUMAN	MAN2B1	1011	Homo sapiens	1:Experimental evidence at protein level	Lysosomal alpha-mannosidase	1.0	0.999	4	9	3	9	3	3	0	1	1	1	1	1	0	1	0	0	3	3	0	1	1	1	32394.154	20111.35	18518.71	24761.309	25415.934	29291.69	21717.354	0.0	0.0	19547.748	0.0	0.0	
sp|O00764|PDXK_HUMAN	O00764	PDXK_HUMAN	PDXK	312	Homo sapiens	1:Experimental evidence at protein level	Pyridoxal kinase	1.0	0.999	14	106	0	106	19	17	20	16	20	14	0	0	0	0	0	0	19	17	20	16	20	14	1206996.1	1203270.9	1161813.2	1219061.2	1256080.6	1178826.5	306379.75	307591.8	295498.25	297907.38	297171.4	283817.1	
sp|O13297|CET1_YEAST	O13297	CET1_YEAST	CET1	549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	mRNA-capping enzyme subunit beta	1.0	0.999	4	13	13	13	6	4	3	0	0	0	6	4	3	0	0	0	6	4	3	0	0	0	55281.707	59512.5	48417.79	7681.0244	7460.5967	0.0	36377.145	38672.805	25133.7	0.0	0.0	0.0	
sp|O13516|RS9A_YEAST	O13516	RS9A_YEAST	RPS9A	197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Small ribosomal subunit protein uS4A	1.0	0.999	12	12	12	119	2	2	2	2	3	1	2	2	2	2	3	1	21	24	23	16	19	16	268314.8	256519.52	260615.05	145808.6	118184.07	82763.445	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O13525|COQ4_YEAST	O13525	COQ4_YEAST	COQ4	335	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Ubiquinone biosynthesis protein COQ4, mitochondrial	0.9199	0.9983	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	9395.609	0.0	9951.621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O13539|THP2_YEAST	O13539	THP2_YEAST	THP2	261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	THO complex subunit THP2	0.9514	0.999	1	5	5	5	3	1	1	0	0	0	3	1	1	0	0	0	3	1	1	0	0	0	71044.03	43717.85	64434.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O13547|CCW14_YEAST	O13547	CCW14_YEAST	CCW14	238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Covalently-linked cell wall protein 14	1.0	0.999	2	17	17	17	4	2	3	3	3	2	4	2	3	3	3	2	4	2	3	3	3	2	153846.44	139312.6	137592.78	82661.4	92961.37	80623.38	81855.03	74129.36	72807.484	43806.07	49456.125	42470.605	
